60,2,65,8450,2,2,2,2,2,2,2,2,2,2,2,2,7,5,2003,2003,2,2,2,2,2,196,2,2,2,2,2,2,2,706,2,0,150,856,2,2,2,2,856,854,0,1710,1,0,2,1,3,1,2,8,2,0,2,2,2003,2,2,548,2,2,2,0,61,0,0,0,0,2,2,2,0,2,2008,2,2,208500
20,2,80,9600,2,2,2,2,2,3,2,3,3,2,2,3,6,8,1976,1976,2,2,3,3,3,0,3,2,3,2,2,3,3,978,2,0,284,1262,2,2,2,2,1262,0,0,1262,0,1,2,0,3,1,3,6,2,1,3,2,1976,2,2,460,2,2,2,298,0,0,0,0,0,2,2,2,0,5,2007,2,2,181500
60,2,68,11250,2,2,3,2,2,2,2,2,2,2,2,2,7,5,2001,2002,2,2,2,2,2,162,2,2,2,2,2,4,2,486,2,0,434,920,2,2,2,2,920,866,0,1786,1,0,2,1,3,1,2,6,2,1,3,2,2001,2,2,608,2,2,2,0,42,0,0,0,0,2,2,2,0,9,2008,2,2,223500
70,2,60,9550,2,2,3,2,2,4,2,4,2,2,2,2,7,5,1915,1970,2,2,4,4,3,0,3,2,4,3,3,2,3,216,2,0,540,756,2,3,2,2,961,756,0,1717,1,0,1,0,3,1,2,7,2,1,4,3,1998,3,3,642,2,2,2,0,35,272,0,0,0,2,2,2,0,2,2006,2,3,140000
60,2,84,14260,2,2,3,2,2,3,2,5,2,2,2,2,8,5,2000,2000,2,2,2,2,2,350,2,2,2,2,2,5,2,655,2,0,490,1145,2,2,2,2,1145,1053,0,2198,1,0,2,1,4,1,2,9,2,1,3,2,2000,2,3,836,2,2,2,192,84,0,0,0,0,2,2,2,0,12,2008,2,2,250000
50,2,85,14115,2,2,3,2,2,2,2,6,2,2,2,4,5,5,1993,1995,2,2,2,2,3,0,3,2,5,2,2,2,2,732,2,0,64,796,2,2,2,2,796,566,0,1362,1,0,1,1,1,1,3,5,2,0,2,2,1993,3,2,480,2,2,2,40,30,0,320,0,0,2,3,3,700,10,2009,2,2,143000
20,2,75,10084,2,2,2,2,2,2,2,7,2,2,2,3,8,5,2004,2005,2,2,2,2,4,186,2,2,2,4,2,5,2,1369,2,0,317,1686,2,2,2,2,1694,0,0,1694,1,0,2,0,3,1,2,7,2,1,4,2,2004,2,2,636,2,2,2,255,57,0,0,0,0,2,2,2,0,8,2007,2,2,307000
60,2,2,10382,2,2,3,2,2,4,2,8,4,2,2,2,7,6,1973,1973,2,2,5,5,4,240,3,2,3,2,2,4,3,859,3,32,216,1107,2,2,2,2,1107,983,0,2090,1,0,2,1,3,1,3,7,2,2,3,2,1973,2,2,484,2,2,2,235,204,228,0,0,0,2,2,3,350,11,2009,2,2,200000
50,3,51,6120,2,2,2,2,2,2,2,9,5,2,2,4,7,5,1931,1950,2,2,6,4,3,0,3,2,4,3,2,2,4,0,2,0,952,952,2,3,2,3,1022,752,0,1774,0,0,2,0,2,2,3,8,3,2,3,3,1931,3,2,468,3,2,2,90,0,205,0,0,0,2,2,2,0,4,2008,2,3,129900
190,2,50,7420,2,2,2,2,2,4,2,10,5,3,3,5,5,6,1939,1950,2,2,3,3,3,0,3,2,4,3,2,2,2,851,2,0,140,991,2,2,2,2,1077,0,0,1077,1,0,1,0,2,2,3,5,2,2,3,2,1939,2,1,205,4,2,2,0,4,0,0,0,0,2,2,2,0,1,2008,2,2,118000
